date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:32:45	212440/212440	---MCZ	200	added ('OK')	text/html	etag:W/%2232bd0-HQRkKcaq3ZfKUSBqaOw0LXzIeYg%22	https://trome.pe/espectaculos/tv/melissa-paredes-afirma-que-hay-una-cierta-amistad-con-ale-venturo-hay-una-afinidad-farandula-rmmn-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/tv/melissa-paredes-afirma-que-hay-una-cierta-amistad-con-ale-venturo-hay-una-afinidad-farandula-rmmn-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:45	1886/1886	---M--	200	added ('OK')	image/jpeg	etag:%2275723e9c09eca06a6494de9aeb6cdf90fe158e56%22	https://trome.pe/resizer/EA7HvWVBUkFSFDtomxHcM0icFhw=/118x72/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/MDTCT6ZGDBFD5NLDCJVE55Z2IM.jpeg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/EA7HvWVBUkFSFDtomxHcM0icFhw=/118x72/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/MDTCT6ZGDBFD5NLDCJVE55Z2IM.jpg	(from https://trome.pe/noticias/shakira/)
20:32:46	204815/204815	---MCZ	200	added ('OK')	text/html	etag:W/%2230e06-MDHkKw7mR7X9GyHnLeam1x576d4%22	https://trome.pe/espectaculos/melissa-paredes-y-rodrigo-cuba-seran-padres-unidos-por-su-hija-desde-el-amor-todo-se-puede-anthony-aranda-ale-venturo-amor-y-fuego-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/melissa-paredes-y-rodrigo-cuba-seran-padres-unidos-por-su-hija-desde-el-amor-todo-se-puede-anthony-aranda-ale-venturo-amor-y-fuego-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:46	4896/4896	---M--	200	added ('OK')	image/jpeg	etag:%22ac908d2ec35a23b1ce637a56d11aacb7bc6d484d%22	https://trome.pe/resizer/v12io9vx3icWC9MKaCPqMsheQcM=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/MDTCT6ZGDBFD5NLDCJVE55Z2IM.jpeg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/v12io9vx3icWC9MKaCPqMsheQcM=/234x161/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/MDTCT6ZGDBFD5NLDCJVE55Z2IM.jpg	(from https://trome.pe/noticias/shakira/)
20:32:46	203454/203454	---MCZ	200	added ('OK')	text/html	etag:W/%22308b5-o2Faf8PU4iyFgmKE9CcSBSJb4hQ%22	https://trome.pe/espectaculos/melissa-paredes-y-ale-venturo-ya-se-siguen-en-instagram-foto-hasta-interactuan-en-fotos-familiares-rodrigo-gato-cuba-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/melissa-paredes-y-ale-venturo-ya-se-siguen-en-instagram-foto-hasta-interactuan-en-fotos-familiares-rodrigo-gato-cuba-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:46	2256/2256	---M--	200	added ('OK')	image/jpeg	etag:%227f9e0a19eef676fb5a47e7e3972b3d3bb0567016%22	https://trome.pe/resizer/rLhqvRTeXOic-7xfXakOxmFB3MI=/118x72/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/6F33ZZY4SRFOTHAAIW67DIZIPY.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/rLhqvRTeXOic-7xfXakOxmFB3MI=/118x72/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/6F33ZZY4SRFOTHAAIW67DIZIPY.jpg	(from https://trome.pe/noticias/shakira/)
20:32:47	5729/5729	---M--	200	added ('OK')	image/jpeg	etag:%2219b06f0ebc8ecd06df3f4444e39422be807ab08e%22	https://trome.pe/resizer/xqlIkar3b_dRKEQ_3odT6MQ-0ow=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/6F33ZZY4SRFOTHAAIW67DIZIPY.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/xqlIkar3b_dRKEQ_3odT6MQ-0ow=/234x161/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/6F33ZZY4SRFOTHAAIW67DIZIPY.jpg	(from https://trome.pe/noticias/shakira/)
20:32:47	207747/207747	---MCZ	200	added ('OK')	text/html	etag:W/%2231979-Y8xttlB0r2CFppvqjjxQWFKbx7U%22	https://trome.pe/espectaculos/rodrigo-cuba-y-melissa-paredes-jorge-cuba-don-gato-feliz-en-cumpleanos-los-cuba-y-nuestra-nieta-instagram-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/rodrigo-cuba-y-melissa-paredes-jorge-cuba-don-gato-feliz-en-cumpleanos-los-cuba-y-nuestra-nieta-instagram-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:47	211688/211688	---MCZ	200	added ('OK')	text/html	etag:W/%22328df-ieJR7S43usxSTskcWlcpSRb4wzY%22	https://trome.pe/espectaculos/melissa-paredes-rodrigo-cuba-y-toda-su-familia-se-unen-otra-vez-para-celebrar-tremenda-fiesta-de-cumpleanos-de-su-hija-instagram-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/melissa-paredes-rodrigo-cuba-y-toda-su-familia-se-unen-otra-vez-para-celebrar-tremenda-fiesta-de-cumpleanos-de-su-hija-instagram-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:48	2623/2623	---M--	200	added ('OK')	image/jpeg	etag:%226f67bea524233961f1e84c653cda4b88ba000cc6%22	https://trome.pe/resizer/wrRQkt_CLv-bi0y6kJqreFH8vbU=/118x72/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/WB44YK3EONEJRNARJDSJHX4ZP4.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/wrRQkt_CLv-bi0y6kJqreFH8vbU=/118x72/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/WB44YK3EONEJRNARJDSJHX4ZP4.jpg	(from https://trome.pe/noticias/shakira/)
